pm_value,ws,wd
14.66,2.76,44.669201
16.66,2.36,41.625599
10.04,2.59,43.5224
11.5,2.22,48.823898
11.77,1.59,48.332199
10.04,1.96,65.728897
9.57,2.04,37.194099
8.86,2.28,45.503899
9.56,2.76,45.758202
7.36,1.82,56.861698
8.61,1.5,79.726501
11.26,1.26,86.343002
17.36,1.12,124.574
27.59,1.87,184.459
26.16,1.32,130.48599
25.67,2.14,222.271
21.72,2.68,240.59399
24.38,2.94,240.123
19.52,2.43,254.907
24.63,2.23,236.248
26.89,3.08,220.549
15.93,0.92,34.121899
22.44,1.86,21.357599
23.16,1.89,30.6637
11.3,1.5,32.8074
18.15,1.89,26.6507
17.38,1.98,20.3589
17.88,2.1,33.458
13.7,3.24,35.4631
13.93,3.3,37.819698
16.66,2.84,45.312599
12.97,2.53,46.005199
13.46,2.59,46.637001
13.7,2.93,45.726101
14.93,2.74,47.015301
12.52,1.83,81.649002
32.5,0.48,144.21899
23.63,1.06,139.269
23.4,1.05,150.34599
25.15,1.8,211.144
17.87,2.6,215.87801
14.42,3.31,225.82899
24.39,2.98,227.377
35.49,3.43,244.707
28.89,3.46,226.886
21.97,1.0,30.5329
16.4,2.06,25.3395
19.51,2.15,22.1472
15.93,1.19,35.4235
21.94,1.69,29.0774
21.22,2.11,19.017401
12.02,1.3,27.815701
15.92,1.48,37.371899
10.79,0.76,67.378197
11.54,0.28,68.716499
9.32,0.23,47.872101
8.36,0.54,65.7789
10.3,1.33,35.007
21.94,1.34,28.5063
19.79,0.9,43.1614
19.03,0.72,146.528
18.79,2.15,204.17101
29.9,2.08,244.27299
34.97,2.38,248.175
27.15,2.89,237.54201
39.92,3.5,225.56599
40.42,4.24,222.145
35.49,3.75,226.69901
41.64,2.27,227.02499
35.49,1.4,30.522699
22.91,1.66,33.1511
22.04,1.6,26.818199
23.87,1.89,28.6469
22.92,1.8,28.452999
10.21,1.67,32.504101
10.3,1.86,25.899599
8.85,2.09,26.6509
9.81,1.96,30.602501
19.78,0.98,9.70123
18.79,0.35,95.077797
22.43,0.64,17.2878
25.42,4.3,17.814301
13.22,3.25,17.8993
16.19,2.82,21.162201
30.79,1.06,25.010599
51.37,3.04,230.868
46.35,2.98,229.093
39.92,4.71,223.649
44.31,5.03,223.248
31.79,3.25,236.32899
25.15,3.34,241.132
35.49,3.37,229.368
31.29,1.05,253.069
5.91,2.55,29.832899
8.63,3.02,42.334702
8.87,0.98,19.222799
7.87,2.14,28.877501
7.15,1.61,33.895901
7.65,2.2,41.063202
10.29,0.49,11.0891
11.53,1.91,35.2952
20.5,0.9,1.53881
20.27,1.89,29.1115
16.18,2.18,28.8964
12.02,2.12,26.3888
12.02,2.43,23.9555
17.79,1.67,33.495998
21.2,1.21,36.691299
30.79,0.26,86.732101
50.39,1.81,222.94501
37.42,3.12,235.439
27.42,3.85,232.476
33.97,3.82,221.224
31.05,3.03,231.002
27.09,2.42,235.83099
27.4,2.34,223.58701
28.92,1.19,245.836
44.04,1.21,26.284201
25.68,1.68,34.601299
24.91,1.99,35.980499
23.39,1.6,55.3008
19.8,2.14,39.0755
23.39,1.97,45.125301
15.15,2.0,43.144699
15.16,1.86,48.068901
14.43,1.71,48.502998
13.7,2.57,43.9972
11.04,1.99,44.241699
11.53,1.36,34.283901
11.29,2.13,47.2621
10.79,1.59,46.862701
20.74,0.63,92.001297
21.7,0.96,195.589
24.9,1.01,157.255
24.39,1.88,183.274
16.69,2.12,223.21001
20.26,3.22,230.883
32.73,3.1,249.17
23.89,4.28,224.57001
26.39,4.67,216.87801
21.73,3.04,225.487
24.37,0.28,338.612
22.67,1.84,31.058901
15.39,2.18,34.662899
10.79,1.48,38.158199
22.39,1.87,20.8988
16.67,1.47,24.7866
14.91,1.53,22.8729
11.53,1.89,31.032
17.81,1.83,26.138399
9.11,1.87,36.622601
9.56,1.51,30.4771
16.17,1.44,28.187599
9.83,1.58,31.8559
10.06,1.87,27.7267
23.63,0.39,35.846298
27.65,2.33,229.938
28.9,2.44,208.397
21.47,1.38,195.50101
33.48,3.87,212.323
29.91,4.3,216.814
39.15,6.05,215.60201
29.15,5.57,219.689
33.48,4.98,221.72099
32.02,4.83,212.556
28.89,4.19,217.22501
29.15,1.99,255.10899
26.66,0.69,329.89099
23.14,0.69,31.663
27.42,0.95,52.171902
22.66,1.12,33.335999
18.3,1.19,37.504398
18.28,1.45,40.5341
17.62,1.84,44.273201
15.14,1.78,42.666401
4.96,1.69,32.964401
7.86,1.93,26.121401
11.97,1.04,19.2801
24.33,1.79,24.2367
28.35,0.88,61.459499
36.69,0.95,207.519
36.7,1.34,194.28101
30.36,2.13,217.573
32.72,2.48,224.08701
32.47,3.07,230.618
39.41,2.25,242.862
42.32,1.64,238.52299
40.38,1.72,257.00201
42.08,1.19,283.43799
38.65,1.53,39.929501
39.66,2.22,35.934399
35.49,1.85,43.217499
32.51,1.57,55.133999
25.14,1.66,53.951099
19.75,1.62,47.8559
17.13,1.86,36.820999
14.42,2.24,38.946999
17.13,1.68,40.506302
16.39,1.96,35.238098
17.37,2.07,36.939499
11.51,1.44,42.858398
11.01,0.82,47.501499
22.27,1.36,35.407501
32.71,0.82,77.833397
54.8,1.14,200.606
63.86,2.81,225.55499
58.67,2.02,218.144
58.15,2.97,227.092
57.17,2.66,235.383
57.67,4.0,214.10201
46.72,4.49,213.507
55.03,4.12,212.562
62.35,3.9,206.647
60.14,1.15,207.495
53.69,1.2,43.363998
52.81,1.79,37.416302
52.59,1.65,41.173901
50.86,1.8,38.669998
48.94,2.0,39.972301
46.97,1.41,41.4641
36.71,1.24,45.473499
31.76,1.36,30.300501
32.97,1.5,43.4314
30.1,1.36,39.3694
28.87,1.21,37.672401
34.96,0.77,72.707603
39.4,1.54,56.141701
57.89,0.48,45.631802
79.6,0.31,155.936
75.11,1.87,240.144
96.59,2.12,276.99399
106.98,0.89,211.289
95.84,4.01,184.42999
80.12,3.31,183.17599
48.69,2.54,166.589
23.27,1.67,150.37399
22.41,0.54,109.097
24.62,2.27,38.738602
29.89,2.18,54.831902
35.96,1.59,81.256203
19.99,2.27,93.9832
11.02,1.4,42.176899
11.52,1.43,63.132198
19.74,2.33,111.163
23.61,1.66,50.968399
6.88,1.66,40.5144
7.36,1.81,27.710501
19.45,1.63,33.8452
12.18,2.01,27.593201
17.28,1.73,33.930801
59.31,2.02,34.036598
29.49,1.12,42.262699
51.82,1.32,95.763199
42.12,0.82,121.034
55.55,1.56,135.30901
46.24,0.92,235.242
36.96,1.67,242.353
27.88,1.96,236.311
10.9,1.62,237.97501
22.89,1.3,257.94
22.18,0.77,15.6302
15.37,2.79,35.344002
20.26,3.33,47.118698
12.02,2.03,59.433399
14.64,1.72,50.3787
19.02,2.58,95.691101
13.92,1.7,47.8009
12.97,1.63,37.7812
11.27,1.76,32.544701
10.27,1.89,30.115601
8.83,1.77,72.050697
6.87,1.82,35.901798
9.29,1.94,24.083099
4.96,2.22,26.7929
3.47,1.44,63.7444
14.11,1.2,167.14101
15.62,1.35,207.974
17.84,1.94,226.839
29.4,1.4,212.457
55.95,3.49,222.808
45.26,1.6,241.687
40.86,1.18,24.9035
31.51,1.46,23.214899
38.93,1.43,33.871601
29.39,1.4,32.741299
31.02,1.44,35.663799
16.63,2.5,20.5896
13.93,1.75,27.541401
17.99,2.08,32.107101
12.24,2.15,18.255301
17.32,1.74,31.4757
8.83,1.89,30.355
7.61,2.49,20.317801
7.11,1.68,25.761
15.62,1.12,32.178001
20.48,0.79,59.012402
34.13,0.67,181.856
49.17,1.65,195.83
45.28,1.51,201.81799
43.51,2.1,233.35201
30.52,3.13,212.67799
36.71,3.56,218.131
31.28,3.51,219.08501
54.06,3.84,220.924
63.79,2.52,218.838
64.35,1.51,24.6605
46.22,1.5,31.878099
48.91,1.78,32.153198
47.65,1.74,34.6413
32.0,1.83,28.521999
20.02,2.06,27.250799
16.65,2.34,29.465599
21.45,1.78,27.080799
22.65,2.35,26.1206
16.88,2.37,30.6759
17.62,2.66,24.798401
27.84,2.01,29.236401
28.12,2.03,26.059401
22.15,2.02,28.377001
26.63,1.48,29.4508
45.28,1.18,221.343
53.55,1.96,216.98599
54.29,1.57,218.985
39.87,2.8,227.61501
54.04,3.43,232.72701
56.26,4.37,228.673
72.13,3.82,225.918
70.61,3.15,227.98199
58.39,1.32,241.569
50.13,0.98,18.7516
46.22,1.67,26.431999
31.98,1.33,30.4319
38.68,1.93,27.447701
33.71,1.5,27.741501
27.83,1.53,33.709301
19.52,1.92,26.6355
15.14,2.15,27.1882
24.86,1.72,30.5884
21.22,1.51,33.355801
15.61,2.01,29.951799
22.62,2.27,30.2579
19.99,1.89,32.138401
55.28,1.65,35.941898
50.36,0.21,2.7205999
55.02,1.42,204.70599
69.91,2.45,218.119
77.57,3.06,227.17999
82.71,3.02,235.53
67.76,3.15,236.59801
77.81,3.35,228.22701
76.34,2.94,230.243
77.08,2.07,244.461
80.09,1.91,238.464
58.38,0.71,247.517
48.9,0.2,35.263199
47.15,1.21,30.403799
45.25,1.23,33.9147
45.98,1.07,37.665798
37.19,0.91,39.898701
44.01,0.35,31.763399
48.64,0.47,23.3253
37.67,0.81,52.925201
31.22,0.75,46.315899
20.45,1.3,33.204498
29.11,2.11,29.005699
16.85,1.12,33.0214
29.33,1.08,34.469299
74.58,1.05,200.144
59.12,2.56,223.933
62.31,2.76,229.664
75.56,3.16,214.47
68.77,3.46,222.32001
67.79,3.14,224.944
102.8,2.32,234.007
92.43,1.13,251.29401
78.28,1.63,20.4244
60.56,1.34,33.632401
66.81,1.42,37.4123
71.37,1.71,24.618999
38.9,1.3,24.308001
25.87,1.24,26.481899
11.0,1.9,20.9561
15.6,0.94,24.2262
23.1,1.5,31.1574
9.03,1.73,30.5779
10.26,1.68,67.468803
8.57,1.1,58.1912
6.88,1.42,58.210999
8.55,1.4,41.225899
16.38,1.06,28.3801
20.39,0.71,116.555
24.34,1.14,152.186
17.58,1.56,188.67799
17.99,2.34,239.465
33.92,2.3,237.99699
23.36,2.82,231.02901
24.62,2.41,227.004
19.98,1.51,247.19099
23.09,0.36,270.28
18.01,2.03,33.275799
21.2,1.94,77.039597
14.62,2.01,82.580803
13.1,3.06,45.4128
9.78,2.49,49.098202
8.33,2.41,42.476002
12.22,1.85,48.979198
13.17,2.67,25.322201
10.27,1.76,45.346901
9.78,1.56,76.531403
12.22,1.12,78.020103
12.0,1.09,39.0979
8.32,1.04,65.034897
6.37,1.97,108.694
8.11,2.12,106.482
23.59,1.65,115.063
20.46,1.28,160.62601
21.68,1.39,184.784
15.62,2.4,208.651
16.14,2.69,227.718
14.14,3.09,241.573
9.78,3.32,216.674
8.83,2.45,225.23
15.63,2.15,226.793
11.75,1.51,29.295799
11.24,2.11,20.5193
11.75,1.81,51.864399
12.72,2.26,42.327202
14.63,3.06,19.182199
10.51,0.68,47.396599
10.52,2.47,23.974501
11.48,1.83,24.6775
12.47,2.02,17.198999
14.86,1.18,11.4035
12.95,1.74,32.344501
12.94,2.38,30.192301
15.11,2.48,31.1122
11.99,2.07,32.255798
12.0,1.08,42.8279
20.48,0.33,169.836
22.15,2.51,219.505
33.44,3.01,237.14
41.33,4.03,218.05099
28.6,3.3,229.97099
33.19,3.46,224.168
31.97,2.98,234.545
33.68,3.11,228.34399
29.37,2.22,239.981
38.4,0.33,353.08701
32.46,1.04,26.364599
24.87,1.46,33.4674
27.61,1.45,32.648701
27.37,1.68,35.1217
31.75,0.86,49.759499
33.41,1.03,50.500801
22.17,1.2,45.3699
23.84,1.19,41.414902
17.75,1.34,37.107498
15.61,1.5,32.789299
18.99,1.37,37.971401
17.09,1.61,37.8993
31.07,1.76,33.956001
23.83,0.74,47.459599
57.41,1.2,185.799
56.75,2.02,202.511
59.39,2.5,225.702
69.27,2.6,231.66299
76.1,2.44,230.614
65.32,3.01,235.629
68.53,2.85,230.89
77.56,2.61,230.02699
65.57,1.54,231.836
58.85,0.7,24.3591
55.75,1.01,31.2313
47.66,1.54,34.317001
39.4,1.49,35.062199
41.58,1.39,36.296902
48.41,1.33,33.859299
37.16,1.47,38.003899
32.71,1.62,36.5387
25.65,1.61,29.845301
12.45,1.75,39.398201
9.99,2.18,25.7199
7.59,1.6,30.479601
9.51,1.25,31.8661
23.1,1.32,38.1222
44.5,0.57,45.6894
74.55,0.89,181.908
67.22,3.16,224.925
62.31,2.55,235.552
59.61,0.44,252.017
70.13,1.12,20.3419
54.02,1.13,30.3832
58.13,0.81,32.2887
50.35,0.74,43.6632
48.41,1.12,37.1562
33.2,1.16,34.025398
23.1,1.72,25.0425
30.99,0.87,22.460199
31.02,1.14,33.3172
20.7,1.16,29.6049
14.88,1.36,34.144402
15.61,1.07,38.460499
20.68,0.84,33.8162
21.9,1.1,38.108898
25.85,0.12,310.46301
32.46,0.49,202.04601
44.0,2.2,217.23599
49.15,2.52,225.02901
78.84,2.66,228.668
74.64,2.98,230.19
62.86,2.58,228.209
69.46,3.43,218.42101
89.67,3.27,232.71201
114.89,2.51,233.244
61.39,1.44,232.371
49.66,0.17,331.94901
44.01,0.66,44.336102
41.12,1.11,36.581001
37.96,1.1,34.617699
37.69,1.07,40.588699
33.71,1.37,27.471001
35.96,1.42,32.084202
43.58,1.16,28.9121
41.83,1.02,37.501701
42.83,1.0,34.5396
48.67,0.86,39.509899
49.17,0.63,42.017502
34.45,0.73,42.0923
38.92,0.5,34.236099
44.77,0.59,59.7094
53.8,0.74,183.274
70.66,2.66,221.07401
75.34,2.34,234.674
86.24,2.66,219.06599
78.32,3.1,220.509
74.62,2.71,222.39799
77.53,3.15,226.80499
66.33,2.83,225.16701
45.28,0.62,222.259
40.38,0.2,356.89401
37.68,0.67,46.178398
40.13,0.73,46.484501
34.21,0.66,59.3139
22.88,0.86,36.720798
27.62,1.22,30.863701
30.62,1.15,36.695099
27.36,1.37,35.167099
21.93,1.66,29.372101
18.34,1.4,31.9604
17.11,1.5,34.311298
17.08,1.33,35.953098
13.39,0.66,9.2208099
33.92,0.56,204.36099
33.92,0.25,8.7971001
32.46,0.84,169.22301
46.22,2.84,206.875
48.18,2.06,209.819
51.33,1.46,238.59599
49.14,1.48,213.16499
49.17,2.3,221.866
61.59,2.61,231.996
58.16,0.25,305.50299
54.78,0.7,16.807501
57.41,1.08,35.657398
41.6,1.06,33.0368
38.66,1.58,33.345798
31.73,1.74,35.210201
32.71,1.53,34.648399
21.18,1.64,24.4111
17.82,1.65,30.8081
10.71,1.44,31.398001
11.72,2.04,27.954901
15.33,2.49,26.147699
9.98,2.14,29.4104
10.17,1.99,31.273899
24.07,2.2,29.480801
14.1,1.94,28.0408
24.29,0.63,77.9254
33.68,0.94,26.4517
22.64,1.97,221.96899
27.11,2.5,228.586
35.94,3.18,228.474
25.89,3.77,216.174
27.12,3.2,225.828
31.99,2.66,216.907
32.47,0.33,222.37601
29.62,1.44,26.089001
18.51,1.55,24.890301
21.43,1.78,24.227699
31.71,1.99,26.8641
14.89,1.52,27.2071
7.62,2.26,24.7742
9.31,2.22,29.164499
9.32,1.58,17.341499
6.41,1.67,23.355801
6.82,1.28,31.5804
7.36,1.6,39.242901
6.17,2.03,31.3298
6.88,2.31,27.4298
6.17,1.72,37.267502
5.14,1.08,21.6859
24.87,0.47,110.134
13.14,0.46,150.407
12.48,0.75,233.922
12.02,2.81,223.341
10.99,3.3,231.342
10.03,2.41,251.289
20.22,1.95,230.465
21.7,0.83,263.39099
20.49,1.63,27.4839
11.77,3.49,39.377701
12.94,2.58,48.287102
19.99,2.04,64.9328
11.51,2.04,59.654999
15.14,2.74,36.9282
14.63,1.55,78.839401
11.02,1.1,63.744099
11.75,1.28,71.084503
12.49,1.27,61.206299
9.06,1.27,69.264999
2.78,1.45,54.133999
3.02,1.4,56.498501
5.66,1.84,51.176601
5.86,2.08,91.802399
9.81,1.66,99.407799
14.9,0.94,81.9981
16.41,1.26,115.353
26.62,0.89,172.642
21.22,2.02,214.623
32.23,1.76,191.673
10.02,1.41,195.02499
12.24,1.53,197.662
31.51,0.92,31.0681
20.5,2.33,39.813202
15.92,1.81,27.592699
20.49,1.85,38.418098
13.67,2.04,33.794102
20.49,0.86,24.0303
25.36,1.66,31.950399
24.14,2.14,29.5441
17.12,0.72,71.044701
20.96,1.13,22.825701
10.28,1.34,40.331902
8.6,1.34,41.226501
9.08,2.22,13.3922
14.9,1.5,18.0695
11.0,0.68,38.084301
15.93,1.24,27.770599
22.89,0.8,34.981602
34.72,0.98,34.556599
29.88,0.68,104.053
29.89,1.26,155.289
27.86,2.23,224.718
28.37,3.64,235.364
40.38,2.75,230.457
43.34,2.97,215.511
30.13,2.98,194.623
22.88,1.2,206.37199
24.1,0.78,272.86899
30.11,0.66,227.052
26.85,0.47,197.026
16.17,0.39,348.836
20.72,0.53,50.365299
21.46,0.25,80.312798
21.22,0.53,92.899101
15.14,1.83,205.121
18.26,1.79,175.467
28.13,4.1,211.091
26.39,3.86,213.01401
15.91,3.72,208.02
17.86,3.95,201.689
16.13,4.3,207.713
15.9,2.86,206.845
16.87,2.86,185.955
14.39,1.59,208.255
19.97,1.72,223.117
7.36,4.41,34.987499
8.32,1.74,24.9244
4.64,4.76,22.399099
-0.48,3.29,35.598701
1.5,3.14,25.529699
2.47,2.65,33.083
1.23,2.1,35.134701
5.69,1.69,40.909801
8.55,1.33,61.077099
1.23,1.44,45.118301
15.56,1.33,46.9575
8.07,2.2,46.439999
4.42,2.56,33.9622
0.99,2.51,38.204102
3.43,2.29,40.585602
2.46,1.58,58.836201
2.5,1.09,53.9744
5.44,0.5,56.473301
4.43,2.37,37.369202
5.93,2.42,34.530102
8.01,2.0,34.908199
10.22,0.66,87.2342
19.97,1.37,132.69299
28.61,2.96,187.162
26.12,4.04,204.002
16.11,0.49,136.996
19.23,1.96,11.1099
12.45,0.02,327.60999
14.89,0.16,112.444
19.26,0.28,93.483299
22.88,1.0,41.221199
16.62,0.84,34.305199
11.75,1.09,42.822899
14.87,1.03,44.755001
13.13,1.5,37.702
16.38,1.91,41.129398
11.98,2.57,41.804001
17.6,2.33,34.321701
11.49,1.82,35.609299
17.82,2.65,35.7869
10.49,3.05,19.063101
11.95,2.23,39.963001
12.18,1.78,44.355499
11.97,1.93,43.419399
13.38,1.03,58.111198
13.38,0.97,111.408
19.97,1.33,167.13499
14.64,1.3,171.575
13.42,2.0,178.754
16.61,1.71,156.69099
12.7,2.79,196.88699
12.94,0.8,207.19901
19.74,0.44,271.91199
13.41,1.02,32.430901
12.25,2.5,38.680599
14.89,2.0,53.9632
17.99,1.33,57.019901
16.62,1.29,41.259201
8.58,2.03,34.816898
9.78,1.84,33.549301
10.99,1.6,41.823799
10.99,2.2,41.9492
15.6,1.71,47.0494
12.47,1.51,50.9799
9.3,1.7,47.7882
8.32,2.16,44.4491
9.04,2.17,43.641399
6.85,1.97,49.7458
6.21,1.27,78.686798
9.04,0.86,78.931
12.22,0.63,125.729
18.09,1.74,206.02299
11.5,2.48,226.812
10.74,2.52,222.82401
7.12,3.14,231.86501
6.86,2.96,223.63
11.74,2.71,220.702
14.63,0.54,50.940498
12.47,2.69,29.8699
11.26,2.75,45.061298
9.26,2.47,45.442101
6.89,1.62,62.229301
3.97,1.81,39.021198
4.71,2.17,44.746498
7.86,2.28,46.158001
6.37,1.96,51.971401
4.68,1.1,53.499199
2.98,1.39,62.290901
-1.66,1.55,36.861
-0.95,1.26,59.271
0.99,2.2,45.1861
1.0,2.29,39.332298
2.73,1.22,65.088799
5.18,1.27,82.544899
9.46,1.16,115.96
10.75,1.19,156.90401
8.82,0.2,40.097301
11.02,1.79,228.161
16.88,2.14,226.62601
10.02,2.48,230.649
8.31,2.3,222.88699
8.81,1.28,218.595
17.61,1.63,38.602699
11.77,1.81,35.8046
12.96,1.66,43.494099
13.92,1.69,25.556999
11.75,1.61,29.180901
7.53,1.65,86.007797
6.4,0.95,37.758598
6.14,1.61,25.7715
4.41,1.72,30.807699
6.2,1.82,33.370098
8.8,1.88,38.213699
8.31,2.6,30.051901
6.18,1.9,51.212399
6.42,1.98,23.8988
3.46,2.18,38.4492
25.81,0.82,58.061001
18.98,1.58,202.077
28.6,2.03,215.58701
25.37,2.39,211.745
21.91,2.81,215.96001
15.12,2.93,225.588
28.11,2.99,220.987
27.05,4.13,211.479
26.61,3.31,218.12801
30.59,1.52,219.897
34.19,0.58,54.815899
31.25,1.54,48.841301
25.39,1.56,39.898102
28.62,2.2,38.7621
31.98,1.83,39.982498
68.26,2.23,40.168999
103.5,2.05,34.221001
105.44,1.56,37.0509
108.91,1.79,32.543098
99.73,1.66,36.626499
93.85,1.11,67.706299
72.31,1.74,42.000999
48.59,1.97,49.2831
60.53,1.71,56.796398
98.97,0.78,91.710899
124.07,1.03,183.321
94.65,2.0,214.30499
77.54,2.76,248.856
59.6,2.17,241.85899
44.48,2.22,229.319
32.47,0.94,244.33299
29.62,0.26,340.73401
36.19,1.19,47.784801
31.01,2.29,43.166302
30.08,1.04,40.3881
23.6,0.79,49.568901
24.62,1.53,39.3479
28.11,1.92,39.029701
25.38,1.67,44.2258
29.1,2.22,38.4053
42.29,1.99,42.7985
41.3,1.49,45.067402
32.93,0.88,69.442497
33.9,0.94,41.9814
40.32,1.22,34.076099
39.12,0.87,35.309799
32.61,1.02,40.235699
40.34,1.13,45.183601
31.57,0.84,30.7279
20.67,0.76,74.276901
10.24,1.37,179.119
9.03,5.11,207.731
7.56,1.43,196.64799
8.33,1.45,190.966
4.42,0.74,200.433
3.46,0.86,98.0149
7.1,0.45,85.500397
10.47,0.46,57.7356
14.12,0.7,50.898899
11.2,2.46,6.5019498
4.65,3.62,31.315599
4.89,3.68,32.075699
7.36,3.61,29.9795
6.62,1.69,32.485802
8.98,1.6,26.0432
8.74,1.97,39.157902
15.04,1.3,39.943699
2.19,2.34,33.845901
7.88,2.07,44.103699
12.86,1.03,50.241001
9.45,2.99,83.3554
3.9,3.22,94.883797
15.82,1.43,219.733
1.43,2.35,37.986401
-2.44,3.99,27.221201
16.53,2.61,33.698399
-1.5,1.41,64.537498
1.91,3.39,33.794201
3.62,2.11,53.712002
3.61,1.67,100.555
5.85,2.33,68.712303
6.11,1.45,79.1092
9.03,0.93,67.190201
11.6,1.08,71.352898
8.31,1.16,54.280399
6.82,1.48,64.524101
6.8,1.47,27.3631
6.11,0.7,263.698
4.33,1.1,74.8246
2.64,2.07,42.793701
3.11,1.48,41.095798
3.82,1.64,42.9688
4.07,1.38,36.056801
4.05,1.56,34.844002
6.78,1.66,34.6838
9.41,1.21,58.359299
8.01,0.72,43.040699
7.77,0.46,197.386
16.24,2.0,226.172
21.06,4.7,219.44901
6.62,5.62,210.32201
14.58,4.64,226.36301
9.92,2.76,212.095
8.74,1.96,217.62601
9.23,4.63,219.056
9.23,1.09,221.968
9.7,0.77,43.184399
12.61,0.73,56.195999
11.41,0.88,44.340302
8.68,1.57,47.044601
10.65,1.81,50.8839
9.43,2.38,46.313999
7.07,2.03,48.864799
3.6,2.0,40.546001
2.38,2.08,44.055099
8.07,2.49,36.247002
7.05,2.84,38.712299
6.04,2.89,39.3241
6.57,2.27,33.297001
6.31,2.21,34.768101
6.1,0.69,63.637901
5.57,0.79,106.772
19.21,2.49,123.417
10.89,2.65,124.065
8.04,2.09,127.716
7.3,1.6,159.52
9.98,0.59,179.06799
7.56,0.12,196.181
5.85,2.62,33.569099
5.9,3.78,33.168598
3.42,2.97,39.1838
3.18,3.34,31.513599
5.38,4.12,40.381401
5.68,4.21,36.146198
4.89,2.18,41.501999
4.17,2.39,36.880299
5.92,2.01,45.941502
6.84,2.05,40.250099
5.64,0.85,69.123802
8.04,1.68,47.6768
9.01,1.24,97.854202
4.9,1.45,45.283401
3.41,1.29,55.923698
4.4,1.31,77.335297
3.65,0.77,94.864799
6.62,0.85,106.81
11.19,0.69,127.582
14.84,0.32,231.548
14.12,1.08,224.356
13.64,0.66,148.586
9.28,0.6,139.395
6.36,0.33,45.097698
18.23,0.92,31.673901
5.37,1.38,31.0406
8.09,1.4,37.965801
10.48,1.55,57.216801
9.99,1.59,44.2281
7.09,1.89,45.088902
3.2,1.1,57.170601
2.47,0.67,50.291801
3.92,1.24,32.2999
3.45,1.44,34.7356
4.19,1.49,44.613499
5.17,1.1,53.791
4.4,1.8,22.5931
6.4,2.05,25.7374
4.4,2.0,29.096901
3.18,0.53,29.153299
8.31,0.5,63.073502
15.86,0.86,87.483299
28.59,1.63,171.668
31.24,1.41,176.905
23.34,0.83,196.05299
20.43,0.77,224.98399
21.17,1.58,241.39301
15.6,1.86,240.95
20.94,0.23,263.168
22.15,1.46,30.0035
23.12,1.57,28.5751
19.74,1.03,53.0439
20.7,0.8,31.808701
20.21,1.58,32.125099
5.45,1.21,33.078201
16.61,0.88,20.6045
16.58,1.37,39.654999
10.74,1.74,29.2337
8.55,1.49,34.0238
7.07,1.31,39.260502
6.61,0.74,49.445301
8.55,1.03,40.860401
11.46,1.92,26.936001
11.0,1.74,26.800699
23.84,0.73,50.603001
19.24,0.68,30.7362
16.14,0.32,205.261
17.79,0.34,74.158096
24.08,0.56,59.260399
21.67,0.34,204.953
20.94,0.24,31.9877
31.0,0.16,317.39401
27.86,0.64,42.168499
13.37,1.22,39.496498
8.57,0.8,31.2141
18.23,0.76,37.990101
25.36,0.89,36.931999
21.43,1.05,39.928101
17.86,1.37,34.8857
15.08,0.8,52.7033
24.86,0.91,26.5539
17.83,1.65,16.910999
10.49,2.49,41.840698
16.13,1.05,37.701698
5.89,1.98,42.847801
5.87,0.54,220.05499
4.69,0.4,91.166801
2.97,1.77,74.827202
1.75,1.96,96.400002
0.0,1.4,122.319
3.2,0.4,111.771
8.28,0.59,83.960999
5.21,0.6,333.134
5.18,0.55,55.071201
8.11,0.49,51.152901
7.09,0.48,44.975101
6.88,0.1,191.397
7.34,0.61,96.028099
5.61,2.17,191.12601
3.22,0.91,162.713
3.7,0.29,32.691399
9.04,0.52,47.3452
10.26,0.89,40.309502
6.6,0.73,40.7813
7.84,1.1,45.343498
10.24,1.05,53.117699
10.72,0.76,48.904099
11.47,1.25,55.945702
11.71,1.21,51.9599
8.55,1.66,37.956799
7.32,2.45,34.905701
8.55,2.07,44.555
8.76,1.01,90.971199
11.7,1.28,124.878
14.13,2.1,177.842
12.93,0.77,172.841
13.65,1.57,231.724
11.49,0.75,240.55701
18.27,0.78,44.347698
20.22,2.18,40.696201
16.84,2.38,47.685299
18.5,1.99,42.076599
14.88,2.3,38.599899
11.25,2.34,44.908501
10.74,1.1,84.9291
12.21,1.5,54.499699
9.7,1.18,79.146103
8.11,0.91,57.234699
11.23,1.78,31.8181
12.21,1.58,57.502499
10.22,1.69,73.378899
5.94,1.77,106.569
5.69,1.27,103.389
9.24,1.33,76.653702
9.51,0.77,77.754997
7.84,1.27,92.998802
10.75,1.99,160.491
23.35,1.88,174.44099
12.23,0.97,215.25301
10.97,0.85,240.896
11.74,0.83,53.009998
15.89,2.04,45.5797
7.09,1.46,33.295502
9.3,0.71,18.082399
16.62,0.7,31.9886
16.57,1.72,42.976601
4.73,1.56,32.516701
19.98,0.64,42.354698
10.24,2.87,42.254002
11.01,1.54,70.530899
9.76,1.39,35.957699
6.16,0.73,61.184399
6.64,1.24,59.0858
6.4,2.14,41.094501
6.14,0.92,71.861504
6.87,0.77,88.769402
5.89,0.46,39.400101
5.38,1.57,44.249699
5.22,1.67,99.423302
5.42,1.22,53.210098
7.84,0.88,49.581902
10.24,0.75,199.478
11.99,0.3,195.20399
11.97,0.84,359.11401
9.54,1.33,33.108501
10.51,0.86,47.269798
11.24,0.51,49.985001
14.89,0.39,72.844002
20.22,0.37,37.7953
15.89,0.99,238.02
15.9,0.68,217.507
12.22,0.54,75.920998
17.08,0.25,92.612701
8.82,1.3,197.342
